date,year,month,temp_anomaly,co2,ch4,n2o,co2_emissions,months_since_start,co2_growth_rate,ch4_growth_rate,n2o_growth_rate,co2_12mo_ma,ch4_12mo_ma,n2o_12mo_ma,temp_12mo_ma
1959-12-01,1959,12,0.0,336.56,1625.97,316.3,8855.1123046875,959,0.0,0.0,0.0,336.56,1625.97,316.3,0.030833333333333313
1960-01-01,1960,1,0.0,336.56,1625.97,316.3,9386.951171875,960,0.0,0.0,0.0,336.56,1625.97,316.3,0.024166666666666652
1960-02-01,1960,2,0.13,336.56,1625.97,316.3,9386.951171875,961,0.0,0.0,0.0,336.56,1625.97,316.3,0.029166666666666646
1960-03-01,1960,3,-0.35,336.56,1625.97,316.3,9386.951171875,962,0.0,0.0,0.0,336.56,1625.97,316.3,-0.015000000000000019
1960-04-01,1960,4,-0.15,336.56,1625.97,316.3,9386.951171875,963,0.0,0.0,0.0,336.56,1625.97,316.3,-0.04083333333333335
1960-05-01,1960,5,-0.08,336.56,1625.97,316.3,9386.951171875,964,0.0,0.0,0.0,336.56,1625.97,316.3,-0.05083333333333335
1960-06-01,1960,6,-0.04,336.56,1625.97,316.3,9386.951171875,965,0.0,0.0,0.0,336.56,1625.97,316.3,-0.05666666666666669
1960-07-01,1960,7,-0.04,336.56,1625.97,316.3,9386.951171875,966,0.0,0.0,0.0,336.56,1625.97,316.3,-0.06250000000000001
1960-08-01,1960,8,0.02,336.56,1625.97,316.3,9386.951171875,967,0.0,0.0,0.0,336.56,1625.97,316.3,-0.060000000000000026
1960-09-01,1960,9,0.07,336.56,1625.97,316.3,9386.951171875,968,0.0,0.0,0.0,336.56,1625.97,316.3,-0.049166666666666685
1960-10-01,1960,10,0.06,336.56,1625.97,316.3,9386.951171875,969,0.0,0.0,0.0,336.56,1625.97,316.3,-0.03833333333333335
1960-11-01,1960,11,-0.11,336.56,1625.97,316.3,9386.951171875,970,0.0,0.0,0.0,336.56,1625.97,316.3,-0.04083333333333335
1960-12-01,1960,12,0.19,336.56,1625.97,316.3,9386.951171875,971,0.0,0.0,0.0,336.56,1625.97,316.3,-0.025000000000000012
1961-01-01,1961,1,0.07,336.56,1625.97,316.3,9414.990234375,972,0.0,0.0,0.0,336.56,1625.97,316.3,-0.019166666666666683
1961-02-01,1961,2,0.19,336.56,1625.97,316.3,9414.990234375,973,0.0,0.0,0.0,336.56,1625.97,316.3,-0.014166666666666683
1961-03-01,1961,3,0.09,336.56,1625.97,316.3,9414.990234375,974,0.0,0.0,0.0,336.56,1625.97,316.3,0.022499999999999982
1961-04-01,1961,4,0.13,336.56,1625.97,316.3,9414.990234375,975,0.0,0.0,0.0,336.56,1625.97,316.3,0.045833333333333316
1961-05-01,1961,5,0.12,336.56,1625.97,316.3,9414.990234375,976,0.0,0.0,0.0,336.56,1625.97,316.3,0.06249999999999998
1961-06-01,1961,6,0.12,336.56,1625.97,316.3,9414.990234375,977,0.0,0.0,0.0,336.56,1625.97,316.3,0.07583333333333332
1961-07-01,1961,7,0.01,336.56,1625.97,316.3,9414.990234375,978,0.0,0.0,0.0,336.56,1625.97,316.3,0.07999999999999997
1961-08-01,1961,8,0.01,336.56,1625.97,316.3,9414.990234375,979,0.0,0.0,0.0,336.56,1625.97,316.3,0.07916666666666665
1961-09-01,1961,9,0.08,336.56,1625.97,316.3,9414.990234375,980,0.0,0.0,0.0,336.56,1625.97,316.3,0.07999999999999997
1961-10-01,1961,10,0.0,336.56,1625.97,316.3,9414.990234375,981,0.0,0.0,0.0,336.56,1625.97,316.3,0.07499999999999998
1961-11-01,1961,11,0.03,336.56,1625.97,316.3,9414.990234375,982,0.0,0.0,0.0,336.56,1625.97,316.3,0.08666666666666666
1961-12-01,1961,12,-0.16,336.56,1625.97,316.3,9414.990234375,983,0.0,0.0,0.0,336.56,1625.97,316.3,0.057499999999999975
1962-01-01,1962,1,0.05,336.56,1625.97,316.3,9747.2412109375,984,0.0,0.0,0.0,336.56,1625.97,316.3,0.05583333333333332
1962-02-01,1962,2,0.15,336.56,1625.97,316.3,9747.2412109375,985,0.0,0.0,0.0,336.56,1625.97,316.3,0.05249999999999997
1962-03-01,1962,3,0.1,336.56,1625.97,316.3,9747.2412109375,986,0.0,0.0,0.0,336.56,1625.97,316.3,0.053333333333333316
1962-04-01,1962,4,0.05,336.56,1625.97,316.3,9747.2412109375,987,0.0,0.0,0.0,336.56,1625.97,316.3,0.04666666666666664
1962-05-01,1962,5,-0.06,336.56,1625.97,316.3,9747.2412109375,988,0.0,0.0,0.0,336.56,1625.97,316.3,0.03166666666666665
1962-06-01,1962,6,0.03,336.56,1625.97,316.3,9747.2412109375,989,0.0,0.0,0.0,336.56,1625.97,316.3,0.024166666666666645
1962-07-01,1962,7,0.02,336.56,1625.97,316.3,9747.2412109375,990,0.0,0.0,0.0,336.56,1625.97,316.3,0.02499999999999998
1962-08-01,1962,8,-0.01,336.56,1625.97,316.3,9747.2412109375,991,0.0,0.0,0.0,336.56,1625.97,316.3,0.023333333333333314
1962-09-01,1962,9,0.0,336.56,1625.97,316.3,9747.2412109375,992,0.0,0.0,0.0,336.56,1625.97,316.3,0.016666666666666646
1962-10-01,1962,10,0.01,336.56,1625.97,316.3,9747.2412109375,993,0.0,0.0,0.0,336.56,1625.97,316.3,0.01749999999999998
1962-11-01,1962,11,0.06,336.56,1625.97,316.3,9747.2412109375,994,0.0,0.0,0.0,336.56,1625.97,316.3,0.01999999999999998
1962-12-01,1962,12,-0.03,336.56,1625.97,316.3,9747.2412109375,995,0.0,0.0,0.0,336.56,1625.97,316.3,0.030833333333333313
1963-01-01,1963,1,-0.03,336.56,1625.97,316.3,10266.77734375,996,0.0,0.0,0.0,336.56,1625.97,316.3,0.024166666666666645
1963-02-01,1963,2,0.18,336.56,1625.97,316.3,10266.77734375,997,0.0,0.0,0.0,336.56,1625.97,316.3,0.026666666666666648
1963-03-01,1963,3,-0.14,336.56,1625.97,316.3,10266.77734375,998,0.0,0.0,0.0,336.56,1625.97,316.3,0.006666666666666647
1963-04-01,1963,4,-0.07,336.56,1625.97,316.3,10266.77734375,999,0.0,0.0,0.0,336.56,1625.97,316.3,-0.0033333333333333535
1963-05-01,1963,5,-0.06,336.56,1625.97,316.3,10266.77734375,1000,0.0,0.0,0.0,336.56,1625.97,316.3,-0.0033333333333333535
1963-06-01,1963,6,0.05,336.56,1625.97,316.3,10266.77734375,1001,0.0,0.0,0.0,336.56,1625.97,316.3,-0.0016666666666666867
1963-07-01,1963,7,0.06,336.56,1625.97,316.3,10266.77734375,1002,0.0,0.0,0.0,336.56,1625.97,316.3,0.0016666666666666462
1963-08-01,1963,8,0.22,336.56,1625.97,316.3,10266.77734375,1003,0.0,0.0,0.0,336.56,1625.97,316.3,0.02083333333333331
1963-09-01,1963,9,0.17,336.56,1625.97,316.3,10266.77734375,1004,0.0,0.0,0.0,336.56,1625.97,316.3,0.03499999999999998
1963-10-01,1963,10,0.15,336.56,1625.97,316.3,10266.77734375,1005,0.0,0.0,0.0,336.56,1625.97,316.3,0.04666666666666664
1963-11-01,1963,11,0.15,336.56,1625.97,316.3,10266.77734375,1006,0.0,0.0,0.0,336.56,1625.97,316.3,0.05416666666666664
1963-12-01,1963,12,-0.03,336.56,1625.97,316.3,10266.77734375,1007,0.0,0.0,0.0,336.56,1625.97,316.3,0.05416666666666665
1964-01-01,1964,1,-0.09,336.56,1625.97,316.3,10824.4697265625,1008,0.0,0.0,0.0,336.56,1625.97,316.3,0.04916666666666666
1964-02-01,1964,2,-0.1,336.56,1625.97,316.3,10824.4697265625,1009,0.0,0.0,0.0,336.56,1625.97,316.3,0.02583333333333331
1964-03-01,1964,3,-0.21,336.56,1625.97,316.3,10824.4697265625,1010,0.0,0.0,0.0,336.56,1625.97,316.3,0.01999999999999998
1964-04-01,1964,4,-0.32,336.56,1625.97,316.3,10824.4697265625,1011,0.0,0.0,0.0,336.56,1625.97,316.3,-0.0008333333333333526
1964-05-01,1964,5,-0.25,336.56,1625.97,316.3,10824.4697265625,1012,0.0,0.0,0.0,336.56,1625.97,316.3,-0.016666666666666687
1964-06-01,1964,6,-0.04,336.56,1625.97,316.3,10824.4697265625,1013,0.0,0.0,0.0,336.56,1625.97,316.3,-0.024166666666666684
1964-07-01,1964,7,-0.04,336.56,1625.97,316.3,10824.4697265625,1014,0.0,0.0,0.0,336.56,1625.97,316.3,-0.03250000000000002
1964-08-01,1964,8,-0.22,336.56,1625.97,316.3,10824.4697265625,1015,0.0,0.0,0.0,336.56,1625.97,316.3,-0.0691666666666667
1964-09-01,1964,9,-0.29,336.56,1625.97,316.3,10824.4697265625,1016,0.0,0.0,0.0,336.56,1625.97,316.3,-0.10750000000000003
1964-10-01,1964,10,-0.31,336.56,1625.97,316.3,10824.4697265625,1017,0.0,0.0,0.0,336.56,1625.97,316.3,-0.14583333333333337
1964-11-01,1964,11,-0.21,336.56,1625.97,316.3,10824.4697265625,1018,0.0,0.0,0.0,336.56,1625.97,316.3,-0.17583333333333337
1964-12-01,1964,12,-0.29,336.56,1625.97,316.3,10824.4697265625,1019,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1975
1965-01-01,1965,1,-0.08,336.56,1625.97,316.3,11310.6025390625,1020,0.0,0.0,0.0,336.56,1625.97,316.3,-0.19666666666666668
1965-02-01,1965,2,-0.17,336.56,1625.97,316.3,11310.6025390625,1021,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2025
1965-03-01,1965,3,-0.13,336.56,1625.97,316.3,11310.6025390625,1022,0.0,0.0,0.0,336.56,1625.97,316.3,-0.19583333333333333
1965-04-01,1965,4,-0.19,336.56,1625.97,316.3,11310.6025390625,1023,0.0,0.0,0.0,336.56,1625.97,316.3,-0.18500000000000003
1965-05-01,1965,5,-0.12,336.56,1625.97,316.3,11310.6025390625,1024,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1741666666666667
1965-06-01,1965,6,-0.08,336.56,1625.97,316.3,11310.6025390625,1025,0.0,0.0,0.0,336.56,1625.97,316.3,-0.17750000000000002
1965-07-01,1965,7,-0.13,336.56,1625.97,316.3,11310.6025390625,1026,0.0,0.0,0.0,336.56,1625.97,316.3,-0.18500000000000003
1965-08-01,1965,8,-0.04,336.56,1625.97,316.3,11310.6025390625,1027,0.0,0.0,0.0,336.56,1625.97,316.3,-0.17000000000000004
1965-09-01,1965,9,-0.15,336.56,1625.97,316.3,11310.6025390625,1028,0.0,0.0,0.0,336.56,1625.97,316.3,-0.15833333333333335
1965-10-01,1965,10,-0.05,336.56,1625.97,316.3,11310.6025390625,1029,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1366666666666667
1965-11-01,1965,11,-0.06,336.56,1625.97,316.3,11310.6025390625,1030,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1241666666666667
1965-12-01,1965,12,-0.08,336.56,1625.97,316.3,11310.6025390625,1031,0.0,0.0,0.0,336.56,1625.97,316.3,-0.10666666666666669
1966-01-01,1966,1,-0.19,336.56,1625.97,316.3,11862.625,1032,0.0,0.0,0.0,336.56,1625.97,316.3,-0.11583333333333336
1966-02-01,1966,2,-0.04,336.56,1625.97,316.3,11862.625,1033,0.0,0.0,0.0,336.56,1625.97,316.3,-0.10500000000000004
1966-03-01,1966,3,0.04,336.56,1625.97,316.3,11862.625,1034,0.0,0.0,0.0,336.56,1625.97,316.3,-0.09083333333333336
1966-04-01,1966,4,-0.13,336.56,1625.97,316.3,11862.625,1035,0.0,0.0,0.0,336.56,1625.97,316.3,-0.08583333333333336
1966-05-01,1966,5,-0.12,336.56,1625.97,316.3,11862.625,1036,0.0,0.0,0.0,336.56,1625.97,316.3,-0.08583333333333337
1966-06-01,1966,6,0.01,336.56,1625.97,316.3,11862.625,1037,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07833333333333337
1966-07-01,1966,7,0.08,336.56,1625.97,316.3,11862.625,1038,0.0,0.0,0.0,336.56,1625.97,316.3,-0.06083333333333336
1966-08-01,1966,8,-0.09,336.56,1625.97,316.3,11862.625,1039,0.0,0.0,0.0,336.56,1625.97,316.3,-0.06500000000000002
1966-09-01,1966,9,-0.03,336.56,1625.97,316.3,11862.625,1040,0.0,0.0,0.0,336.56,1625.97,316.3,-0.05500000000000003
1966-10-01,1966,10,-0.17,336.56,1625.97,316.3,11862.625,1041,0.0,0.0,0.0,336.56,1625.97,316.3,-0.06500000000000003
1966-11-01,1966,11,0.0,336.56,1625.97,316.3,11862.625,1042,0.0,0.0,0.0,336.56,1625.97,316.3,-0.060000000000000026
1966-12-01,1966,12,-0.02,336.56,1625.97,316.3,11862.625,1043,0.0,0.0,0.0,336.56,1625.97,316.3,-0.05500000000000003
1967-01-01,1967,1,-0.07,336.56,1625.97,316.3,12237.37109375,1044,0.0,0.0,0.0,336.56,1625.97,316.3,-0.04500000000000003
1967-02-01,1967,2,-0.2,336.56,1625.97,316.3,12237.37109375,1045,0.0,0.0,0.0,336.56,1625.97,316.3,-0.05833333333333337
1967-03-01,1967,3,0.05,336.56,1625.97,316.3,12237.37109375,1046,0.0,0.0,0.0,336.56,1625.97,316.3,-0.05750000000000003
1967-04-01,1967,4,-0.05,336.56,1625.97,316.3,12237.37109375,1047,0.0,0.0,0.0,336.56,1625.97,316.3,-0.05083333333333336
1967-05-01,1967,5,0.12,336.56,1625.97,316.3,12237.37109375,1048,0.0,0.0,0.0,336.56,1625.97,316.3,-0.030833333333333365
1967-06-01,1967,6,-0.08,336.56,1625.97,316.3,12237.37109375,1049,0.0,0.0,0.0,336.56,1625.97,316.3,-0.038333333333333365
1967-07-01,1967,7,0.02,336.56,1625.97,316.3,12237.37109375,1050,0.0,0.0,0.0,336.56,1625.97,316.3,-0.04333333333333336
1967-08-01,1967,8,0.01,336.56,1625.97,316.3,12237.37109375,1051,0.0,0.0,0.0,336.56,1625.97,316.3,-0.03500000000000003
1967-09-01,1967,9,-0.06,336.56,1625.97,316.3,12237.37109375,1052,0.0,0.0,0.0,336.56,1625.97,316.3,-0.037500000000000026
1967-10-01,1967,10,0.09,336.56,1625.97,316.3,12237.37109375,1053,0.0,0.0,0.0,336.56,1625.97,316.3,-0.015833333333333366
1967-11-01,1967,11,-0.05,336.56,1625.97,316.3,12237.37109375,1054,0.0,0.0,0.0,336.56,1625.97,316.3,-0.02000000000000003
1967-12-01,1967,12,-0.05,336.56,1625.97,316.3,12237.37109375,1055,0.0,0.0,0.0,336.56,1625.97,316.3,-0.022500000000000034
1968-01-01,1968,1,-0.26,336.56,1625.97,316.3,12905.2734375,1056,0.0,0.0,0.0,336.56,1625.97,316.3,-0.038333333333333365
1968-02-01,1968,2,-0.14,336.56,1625.97,316.3,12905.2734375,1057,0.0,0.0,0.0,336.56,1625.97,316.3,-0.03333333333333337
1968-03-01,1968,3,0.2,336.56,1625.97,316.3,12905.2734375,1058,0.0,0.0,0.0,336.56,1625.97,316.3,-0.020833333333333367
1968-04-01,1968,4,-0.05,336.56,1625.97,316.3,12905.2734375,1059,0.0,0.0,0.0,336.56,1625.97,316.3,-0.020833333333333367
1968-05-01,1968,5,-0.14,336.56,1625.97,316.3,12905.2734375,1060,0.0,0.0,0.0,336.56,1625.97,316.3,-0.04250000000000004
1968-06-01,1968,6,-0.09,336.56,1625.97,316.3,12905.2734375,1061,0.0,0.0,0.0,336.56,1625.97,316.3,-0.04333333333333336
1968-07-01,1968,7,-0.13,336.56,1625.97,316.3,12905.2734375,1062,0.0,0.0,0.0,336.56,1625.97,316.3,-0.05583333333333337
1968-08-01,1968,8,-0.09,336.56,1625.97,316.3,12905.2734375,1063,0.0,0.0,0.0,336.56,1625.97,316.3,-0.0641666666666667
1968-09-01,1968,9,-0.19,336.56,1625.97,316.3,12905.2734375,1064,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07500000000000002
1968-10-01,1968,10,0.09,336.56,1625.97,316.3,12905.2734375,1065,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07500000000000004
1968-11-01,1968,11,-0.05,336.56,1625.97,316.3,12905.2734375,1066,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07500000000000002
1968-12-01,1968,12,-0.14,336.56,1625.97,316.3,12905.2734375,1067,0.0,0.0,0.0,336.56,1625.97,316.3,-0.08250000000000003
1969-01-01,1969,1,-0.11,336.56,1625.97,316.3,13761.7978515625,1068,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07000000000000003
1969-02-01,1969,2,-0.18,336.56,1625.97,316.3,13761.7978515625,1069,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07333333333333336
1969-03-01,1969,3,0.01,336.56,1625.97,316.3,13761.7978515625,1070,0.0,0.0,0.0,336.56,1625.97,316.3,-0.08916666666666671
1969-04-01,1969,4,0.17,336.56,1625.97,316.3,13761.7978515625,1071,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07083333333333337
1969-05-01,1969,5,0.18,336.56,1625.97,316.3,13761.7978515625,1072,0.0,0.0,0.0,336.56,1625.97,316.3,-0.04416666666666671
1969-06-01,1969,6,0.03,336.56,1625.97,316.3,13761.7978515625,1073,0.0,0.0,0.0,336.56,1625.97,316.3,-0.0341666666666667
1969-07-01,1969,7,-0.05,336.56,1625.97,316.3,13761.7978515625,1074,0.0,0.0,0.0,336.56,1625.97,316.3,-0.027500000000000028
1969-08-01,1969,8,0.04,336.56,1625.97,316.3,13761.7978515625,1075,0.0,0.0,0.0,336.56,1625.97,316.3,-0.0166666666666667
1969-09-01,1969,9,0.08,336.56,1625.97,316.3,13761.7978515625,1076,0.0,0.0,0.0,336.56,1625.97,316.3,0.0058333333333333015
1969-10-01,1969,10,0.09,336.56,1625.97,316.3,13761.7978515625,1077,0.0,0.0,0.0,336.56,1625.97,316.3,0.0058333333333333015
1969-11-01,1969,11,0.12,336.56,1625.97,316.3,13761.7978515625,1078,0.0,0.0,0.0,336.56,1625.97,316.3,0.019999999999999966
1969-12-01,1969,12,0.24,336.56,1625.97,316.3,13761.7978515625,1079,0.0,0.0,0.0,336.56,1625.97,316.3,0.05166666666666664
1970-01-01,1970,1,0.08,336.56,1625.97,316.3,14899.138671875,1080,0.0,0.0,0.0,336.56,1625.97,316.3,0.06749999999999996
1970-02-01,1970,2,0.22,336.56,1625.97,316.3,14899.138671875,1081,0.0,0.0,0.0,336.56,1625.97,316.3,0.10083333333333329
1970-03-01,1970,3,0.06,336.56,1625.97,316.3,14899.138671875,1082,0.0,0.0,0.0,336.56,1625.97,316.3,0.10499999999999997
1970-04-01,1970,4,0.05,336.56,1625.97,316.3,14899.138671875,1083,0.0,0.0,0.0,336.56,1625.97,316.3,0.09499999999999997
1970-05-01,1970,5,-0.03,336.56,1625.97,316.3,14899.138671875,1084,0.0,0.0,0.0,336.56,1625.97,316.3,0.07749999999999996
1970-06-01,1970,6,-0.02,336.56,1625.97,316.3,14899.138671875,1085,0.0,0.0,0.0,336.56,1625.97,316.3,0.07333333333333329
1970-07-01,1970,7,0.02,336.56,1625.97,316.3,14899.138671875,1086,0.0,0.0,0.0,336.56,1625.97,316.3,0.07916666666666662
1970-08-01,1970,8,-0.1,336.56,1625.97,316.3,14899.138671875,1087,0.0,0.0,0.0,336.56,1625.97,316.3,0.06749999999999996
1970-09-01,1970,9,0.12,336.56,1625.97,316.3,14899.138671875,1088,0.0,0.0,0.0,336.56,1625.97,316.3,0.07083333333333329
1970-10-01,1970,10,0.03,336.56,1625.97,316.3,14899.138671875,1089,0.0,0.0,0.0,336.56,1625.97,316.3,0.0658333333333333
1970-11-01,1970,11,0.02,336.56,1625.97,316.3,14899.138671875,1090,0.0,0.0,0.0,336.56,1625.97,316.3,0.05749999999999997
1970-12-01,1970,12,-0.12,336.56,1625.97,316.3,14899.138671875,1091,0.0,0.0,0.0,336.56,1625.97,316.3,0.02749999999999997
1971-01-01,1971,1,-0.02,336.56,1625.97,316.3,15503.8623046875,1092,0.0,0.0,0.0,336.56,1625.97,316.3,0.019166666666666634
1971-02-01,1971,2,-0.15,336.56,1625.97,316.3,15503.8623046875,1093,0.0,0.0,0.0,336.56,1625.97,316.3,-0.011666666666666702
1971-03-01,1971,3,-0.18,336.56,1625.97,316.3,15503.8623046875,1094,0.0,0.0,0.0,336.56,1625.97,316.3,-0.031666666666666704
1971-04-01,1971,4,-0.07,336.56,1625.97,316.3,15503.8623046875,1095,0.0,0.0,0.0,336.56,1625.97,316.3,-0.041666666666666706
1971-05-01,1971,5,-0.05,336.56,1625.97,316.3,15503.8623046875,1096,0.0,0.0,0.0,336.56,1625.97,316.3,-0.04333333333333337
1971-06-01,1971,6,-0.16,336.56,1625.97,316.3,15503.8623046875,1097,0.0,0.0,0.0,336.56,1625.97,316.3,-0.05500000000000003
1971-07-01,1971,7,-0.08,336.56,1625.97,316.3,15503.8623046875,1098,0.0,0.0,0.0,336.56,1625.97,316.3,-0.06333333333333337
1971-08-01,1971,8,-0.01,336.56,1625.97,316.3,15503.8623046875,1099,0.0,0.0,0.0,336.56,1625.97,316.3,-0.055833333333333374
1971-09-01,1971,9,-0.05,336.56,1625.97,316.3,15503.8623046875,1100,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07000000000000003
1971-10-01,1971,10,-0.04,336.56,1625.97,316.3,15503.8623046875,1101,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07583333333333336
1971-11-01,1971,11,-0.07,336.56,1625.97,316.3,15503.8623046875,1102,0.0,0.0,0.0,336.56,1625.97,316.3,-0.08333333333333337
1971-12-01,1971,12,-0.08,336.56,1625.97,316.3,15503.8623046875,1103,0.0,0.0,0.0,336.56,1625.97,316.3,-0.08000000000000003
1972-01-01,1972,1,-0.23,336.56,1625.97,316.3,16224.5791015625,1104,0.0,0.0,0.0,336.56,1625.97,316.3,-0.09750000000000003
1972-02-01,1972,2,-0.18,336.56,1625.97,316.3,16224.5791015625,1105,0.0,0.0,0.0,336.56,1625.97,316.3,-0.10000000000000003
1972-03-01,1972,3,0.02,336.56,1625.97,316.3,16224.5791015625,1106,0.0,0.0,0.0,336.56,1625.97,316.3,-0.08333333333333337
1972-04-01,1972,4,0.0,336.56,1625.97,316.3,16224.5791015625,1107,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07750000000000004
1972-05-01,1972,5,-0.03,336.56,1625.97,316.3,16224.5791015625,1108,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07583333333333338
1972-06-01,1972,6,0.04,336.56,1625.97,316.3,16224.5791015625,1109,0.0,0.0,0.0,336.56,1625.97,316.3,-0.0591666666666667
1972-07-01,1972,7,0.01,336.56,1625.97,316.3,16224.5791015625,1110,0.0,0.0,0.0,336.56,1625.97,316.3,-0.0516666666666667
1972-08-01,1972,8,0.16,336.56,1625.97,316.3,16224.5791015625,1111,0.0,0.0,0.0,336.56,1625.97,316.3,-0.03750000000000003
1972-09-01,1972,9,0.02,336.56,1625.97,316.3,16224.5791015625,1112,0.0,0.0,0.0,336.56,1625.97,316.3,-0.031666666666666704
1972-10-01,1972,10,0.08,336.56,1625.97,316.3,16224.5791015625,1113,0.0,0.0,0.0,336.56,1625.97,316.3,-0.021666666666666706
1972-11-01,1972,11,0.02,336.56,1625.97,316.3,16224.5791015625,1114,0.0,0.0,0.0,336.56,1625.97,316.3,-0.014166666666666704
1972-12-01,1972,12,0.18,336.56,1625.97,316.3,16224.5791015625,1115,0.0,0.0,0.0,336.56,1625.97,316.3,0.007499999999999962
1973-01-01,1973,1,0.29,336.56,1625.97,316.3,17077.28515625,1116,0.0,0.0,0.0,336.56,1625.97,316.3,0.05083333333333329
1973-02-01,1973,2,0.32,336.56,1625.97,316.3,17077.28515625,1117,0.0,0.0,0.0,336.56,1625.97,316.3,0.09249999999999997
1973-03-01,1973,3,0.29,336.56,1625.97,316.3,17077.28515625,1118,0.0,0.0,0.0,336.56,1625.97,316.3,0.11499999999999995
1973-04-01,1973,4,0.27,336.56,1625.97,316.3,17077.28515625,1119,0.0,0.0,0.0,336.56,1625.97,316.3,0.13749999999999996
1973-05-01,1973,5,0.23,336.56,1625.97,316.3,17077.28515625,1120,0.0,0.0,0.0,336.56,1625.97,316.3,0.15916666666666665
1973-06-01,1973,6,0.19,336.56,1625.97,316.3,17077.28515625,1121,0.0,0.0,0.0,336.56,1625.97,316.3,0.17166666666666663
1973-07-01,1973,7,0.13,336.56,1625.97,316.3,17077.28515625,1122,0.0,0.0,0.0,336.56,1625.97,316.3,0.18166666666666662
1973-08-01,1973,8,0.05,336.56,1625.97,316.3,17077.28515625,1123,0.0,0.0,0.0,336.56,1625.97,316.3,0.1725
1973-09-01,1973,9,0.09,336.56,1625.97,316.3,17077.28515625,1124,0.0,0.0,0.0,336.56,1625.97,316.3,0.17833333333333332
1973-10-01,1973,10,0.1,336.56,1625.97,316.3,17077.28515625,1125,0.0,0.0,0.0,336.56,1625.97,316.3,0.17999999999999997
1973-11-01,1973,11,0.04,336.56,1625.97,316.3,17077.28515625,1126,0.0,0.0,0.0,336.56,1625.97,316.3,0.18166666666666664
1973-12-01,1973,12,-0.07,336.56,1625.97,316.3,17077.28515625,1127,0.0,0.0,0.0,336.56,1625.97,316.3,0.1608333333333333
1974-01-01,1974,1,-0.1,336.56,1625.97,316.3,16997.912109375,1128,0.0,0.0,0.0,336.56,1625.97,316.3,0.1283333333333333
1974-02-01,1974,2,-0.27,336.56,1625.97,316.3,16997.912109375,1129,0.0,0.0,0.0,336.56,1625.97,316.3,0.07916666666666662
1974-03-01,1974,3,-0.05,336.56,1625.97,316.3,16997.912109375,1130,0.0,0.0,0.0,336.56,1625.97,316.3,0.05083333333333329
1974-04-01,1974,4,-0.11,336.56,1625.97,316.3,16997.912109375,1131,0.0,0.0,0.0,336.56,1625.97,316.3,0.01916666666666663
1974-05-01,1974,5,-0.04,336.56,1625.97,316.3,16997.912109375,1132,0.0,0.0,0.0,336.56,1625.97,316.3,-0.0033333333333333704
1974-06-01,1974,6,-0.05,336.56,1625.97,316.3,16997.912109375,1133,0.0,0.0,0.0,336.56,1625.97,316.3,-0.023333333333333373
1974-07-01,1974,7,-0.03,336.56,1625.97,316.3,16997.912109375,1134,0.0,0.0,0.0,336.56,1625.97,316.3,-0.0366666666666667
1974-08-01,1974,8,0.1,336.56,1625.97,316.3,16997.912109375,1135,0.0,0.0,0.0,336.56,1625.97,316.3,-0.032500000000000036
1974-09-01,1974,9,-0.08,336.56,1625.97,316.3,16997.912109375,1136,0.0,0.0,0.0,336.56,1625.97,316.3,-0.04666666666666671
1974-10-01,1974,10,-0.06,336.56,1625.97,316.3,16997.912109375,1137,0.0,0.0,0.0,336.56,1625.97,316.3,-0.06000000000000003
1974-11-01,1974,11,-0.08,336.56,1625.97,316.3,16997.912109375,1138,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07000000000000005
1974-12-01,1974,12,-0.08,336.56,1625.97,316.3,16997.912109375,1139,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07083333333333337
1975-01-01,1975,1,0.1,336.56,1625.97,316.3,16988.4765625,1140,0.0,0.0,0.0,336.56,1625.97,316.3,-0.0541666666666667
1975-02-01,1975,2,0.08,336.56,1625.97,316.3,16988.4765625,1141,0.0,0.0,0.0,336.56,1625.97,316.3,-0.025000000000000036
1975-03-01,1975,3,0.12,336.56,1625.97,316.3,16988.4765625,1142,0.0,0.0,0.0,336.56,1625.97,316.3,-0.01083333333333337
1975-04-01,1975,4,0.04,336.56,1625.97,316.3,16988.4765625,1143,0.0,0.0,0.0,336.56,1625.97,316.3,0.0016666666666666316
1975-05-01,1975,5,0.16,336.56,1625.97,316.3,16988.4765625,1144,0.0,0.0,0.0,336.56,1625.97,316.3,0.0183333333333333
1975-06-01,1975,6,-0.01,336.56,1625.97,316.3,16988.4765625,1145,0.0,0.0,0.0,336.56,1625.97,316.3,0.02166666666666663
